Tourist_ID,Age,Gender,Region,Travel_Group_Size,Duration_of_Stay,Season_of_Visit,Type_of_Accommodation,Purpose_of_Visit,Number_of_Previous_Visits,Spending_per_Day,Distance_from_Home_Country,Satisfaction_Rating,Weather_Conditions,Major_Attractions_Visited,Participation_in_Local_Events,Interaction_with_Locals,Recommendation_Likelihood,Social_Media_Shares,Revisit_Intention
d72b6108-2a40-4f12-b963-f37f67814c1f,15,Female,South American,7,0.8571428571428571,Fall,Hostel,Family,2,0.45971193404127964,3022,0.30262922719891816,Cloudy,0,Yes,1.0,0.5579436253248613,1.0,0
fb10987f-20ac-4703-ab67-146a77a6e17c,33,Other,Oceania,8,0.5714285714285714,Summer,Hotel,Business,7,0.2789290513583857,2613,0.34454463537777047,Rainy,3,No,0.5,0.577077819621966,0.4444444444444444,0
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,16,Other,South American,5,0.7857142857142857,Summer,Hotel,Education,6,0.36905086983765373,938,0.9913011944145941,Cloudy,3,Yes,0.0,0.1655137032875504,0.0,0
a9ba5a27-907b-4e36-9786-48f864de82e6,67,Male,Asian-SAARC,5,0.7142857142857143,Winter,Hostel,Family,5,0.1590362135145238,2901,0.10075967661599317,Cloudy,1,Yes,0.0,0.4029060645796072,0.6666666666666666,0
6db99102-a48b-4dbe-957d-94a106f028ff,58,Male,Asian-SAARC,4,0.8214285714285714,Summer,Hostel,Education,9,0.8856211812509576,129,0.4039415675222945,Cloudy,3,Yes,1.0,0.3435554596338116,1.0,0
2e85cb21-7631-4e9d-9de9-f86322bd3388,40,Female,Oceania,6,0.6785714285714285,Summer,Hotel,Business,9,0.00939020206335446,1357,0.061190784059785674,Sunny,0,No,0.0,0.4010749109449653,0.7777777777777777,0
53cd6268-610c-4373-8299-9aa40cdf742b,46,Other,Oceania,6,0.7857142857142857,Fall,HomeStay,Family,3,0.8824684704421202,464,0.8210482164226824,Rainy,0,No,1.0,0.7615793356307122,0.7777777777777777,1
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,20,Other,North American,3,0.42857142857142855,Winter,Resort,Family,8,0.5714961412473076,1900,0.09113743325324719,Sunny,2,Yes,1.0,0.48277780641111034,0.6666666666666666,0
473bd358-610e-4a64-a130-1617c2dff335,46,Male,Oceania,9,0.14285714285714285,Summer,Hotel,Family,0,0.3312881598944001,1004,0.673739417328264,Sunny,4,Yes,0.0,0.9409324401488767,0.1111111111111111,0
6bebac31-d4f8-4d72-b382-1cfdc083b73a,69,Female,Europe,7,0.7142857142857143,Summer,Hostel,Education,1,0.7229922935928981,4893,0.055217033725903475,Rainy,3,Yes,0.0,0.2937603224099824,0.4444444444444444,0
78660765-14f7-4e8d-95bc-b8d04094dded,18,Male,South American,1,0.2857142857142857,Winter,Hostel,Business,3,0.5075196236188174,2278,0.6725852355346985,Sunny,4,Yes,0.0,0.4158879521806269,0.3333333333333333,0
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,69,Male,Oceania,7,0.8571428571428571,Monsoon,HomeStay,Family,2,0.4988693976338531,2950,0.8430423053594744,Sunny,4,No,0.5,0.7874468367934913,0.4444444444444444,1
39669fa7-5997-4043-b3b1-025bfff9f585,25,Male,Asian-Others,5,0.9999999999999999,Winter,Resort,Tourism,0,0.10960006496784226,2936,0.3981086502064104,Sunny,4,Yes,1.0,0.5463162603791891,1.0,0
f510ab53-c7fe-439f-9190-f938a66fd7f7,31,Male,North American,5,0.8571428571428571,Fall,Hotel,Business,4,0.38919140614628367,4546,0.521612983861765,Rainy,4,No,0.0,0.5473206397071639,0.8888888888888888,1
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,52,Other,Asian-Others,2,0.9642857142857143,Monsoon,Hotel,Tourism,6,0.24062410026222186,279,0.40083325949428117,Cloudy,0,Yes,0.5,0.053226203459599775,0.3333333333333333,0
d6d7b3b8-3309-4d35-bf4d-f561f319c125,38,Other,Asian-SAARC,4,0.75,Spring,Resort,Tourism,1,0.01508012540932828,3973,0.2996168913726872,Snowy,3,No,0.0,0.3987699549773903,0.7777777777777777,0
3d114802-2702-478b-9f0f-da8d05379ff6,19,Male,South American,6,0.17857142857142855,Winter,Hotel,Family,4,0.35975209919050327,4060,0.803204450712805,Snowy,2,No,1.0,0.2707987527867628,0.7777777777777777,0
1d48a071-ab61-47b1-b93b-4c3220500494,66,Female,Oceania,7,0.14285714285714285,Fall,Resort,Family,5,0.08926408454743799,1286,0.27108464823364264,Rainy,4,No,0.5,1.0000000000000002,0.1111111111111111,0
770c7798-37cc-463b-b2a0-345990604f62,48,Female,Asian-Others,5,0.8571428571428571,Monsoon,Hostel,Education,6,0.2564020716862879,4059,0.7227546081365491,Snowy,2,No,1.0,0.3084510646078672,0.5555555555555556,0
5e6fea07-c453-4f1d-8199-2fdfb31022f0,20,Female,South American,9,0.3214285714285714,Winter,Resort,Education,0,0.09196067498614464,873,0.20517275533711385,Rainy,0,No,0.0,0.885066865466837,0.4444444444444444,0
f6b751f7-9b74-4245-9b1b-c8952af43ab7,36,Female,Asian-SAARC,3,0.25,Summer,Hotel,Education,6,0.10039224141271276,4705,0.2489000590582158,Rainy,0,Yes,0.0,0.6766326031564668,0.1111111111111111,0
c71d5e60-1d52-46ab-b7e6-427cbf780e3f,25,Male,Europe,1,0.2142857142857143,Winter,Resort,Business,3,0.19853829461055883,4560,0.3356474577397218,Snowy,1,Yes,0.0,0.34103921088546774,1.0,0
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,62,Other,North American,4,0.2142857142857143,Spring,HomeStay,Education,7,1.0000000000000002,452,0.5887512459132731,Sunny,4,No,0.5,0.5438239952410607,0.3333333333333333,1
edcb8cb6-0692-4c63-9424-aed51bac5c15,30,Female,South American,9,0.17857142857142855,Winter,Hostel,Tourism,3,0.0015578386512166698,4607,0.453799341264674,Cloudy,1,Yes,0.5,0.8410700178585278,0.6666666666666666,0
e87466d7-ad66-41bd-9367-6a024fdc6e1b,47,Male,South American,4,0.7142857142857143,Monsoon,Hostel,Education,5,0.6385420790035681,4930,0.7449918901572327,Snowy,2,Yes,0.5,0.8839376998276748,0.0,1
f1043785-658b-4523-a014-1de9f54ad0a2,23,Female,Europe,2,0.9999999999999999,Monsoon,Resort,Family,8,0.14072570429342396,3128,0.21255489305044253,Snowy,3,Yes,0.5,0.1603680526757342,0.8888888888888888,0
9793b9b4-1374-4146-b2c5-bd89b70b3420,20,Female,South American,5,0.6785714285714285,Winter,Hotel,Education,4,0.9207171886209354,217,0.009331827273964213,Snowy,1,Yes,0.0,0.33969483699034486,1.0,0
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,30,Male,Asian-SAARC,3,0.07142857142857142,Monsoon,HomeStay,Business,3,0.09307781657685822,581,0.7764553420623438,Snowy,0,Yes,0.0,0.3353412946771638,0.0,0
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,43,Other,Asian-SAARC,9,0.6428571428571428,Summer,Hostel,Business,7,0.9551790597506596,4387,0.8216201114874033,Rainy,4,Yes,0.0,0.04192153706594362,0.4444444444444444,0
ce3714af-99b4-4350-af2b-99b4d9acd158,17,Other,Europe,4,0.75,Winter,Hostel,Tourism,8,0.6107742194150785,2737,0.05821861814518292,Rainy,2,Yes,0.5,0.5985724139586813,0.6666666666666666,0
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,34,Male,North American,6,0.5,Summer,Hotel,Business,3,0.0006410592055551695,206,0.6105375592830368,Cloudy,0,No,0.5,0.8553659510470557,0.7777777777777777,1
8861fe18-58e2-4888-8a83-81bec85aca46,50,Other,Oceania,2,0.10714285714285714,Summer,Hotel,Education,2,0.8940755153548449,4577,0.37746057595532245,Cloudy,3,Yes,0.0,0.3817306631924776,0.1111111111111111,0
11a72609-5edd-4bbf-a959-76636daa2e68,33,Male,Asian-Others,6,0.9642857142857143,Fall,HomeStay,Family,7,0.521490145991444,4978,0.7938215589261105,Snowy,4,Yes,0.0,0.7404873413964879,0.3333333333333333,1
033d2bce-575a-4d2c-a5c5-650c8186a576,40,Male,Oceania,3,0.39285714285714285,Winter,Resort,Business,4,0.2622463177054553,343,0.8744706458973581,Snowy,3,Yes,0.5,0.6280593242812063,0.1111111111111111,1
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,17,Male,South American,9,0.17857142857142855,Monsoon,Hotel,Tourism,1,0.7672487892458701,2732,0.8510220064794267,Snowy,3,No,1.0,0.37580013227625797,0.3333333333333333,0
5cb85aed-f5f6-4c97-aefb-63b11b049863,33,Other,Asian-Others,2,0.6428571428571428,Summer,Resort,Education,9,0.926759308210385,4663,0.7771031633749808,Cloudy,4,No,0.0,0.1410180594366444,0.5555555555555556,0
75b17a55-d426-4982-a43e-4288a2b5b498,34,Male,Europe,9,0.10714285714285714,Fall,HomeStay,Tourism,8,0.4834395540556271,965,0.2681295329433395,Snowy,4,Yes,0.0,0.7097499639531494,0.5555555555555556,0
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,46,Female,Europe,5,0.5,Winter,Resort,Business,2,0.3151712468160287,3081,0.8118446411006801,Sunny,3,No,0.0,0.8551108571503212,0.1111111111111111,1
a6846099-f729-4951-8591-31d2bbda0242,21,Other,North American,8,0.2857142857142857,Winter,Hostel,Business,1,0.7889316108011445,1661,0.5329833209279579,Cloudy,2,No,0.5,0.6862612812774979,0.3333333333333333,1
eb6c1016-cee6-44d0-9dac-6e8345241ea6,66,Other,Asian-Others,2,0.14285714285714285,Spring,Resort,Tourism,0,0.6816885203449423,703,0.051484198817400156,Sunny,4,Yes,0.0,0.017735328924023408,0.3333333333333333,0
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,55,Other,Asian-SAARC,6,0.42857142857142855,Spring,HomeStay,Education,7,0.8888167084053619,3162,0.45631994088696803,Snowy,0,No,0.0,0.21625304426999328,0.0,0
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,47,Other,Asian-Others,3,0.7857142857142857,Summer,HomeStay,Business,2,0.6924253915254132,4118,0.9423235404178333,Rainy,1,Yes,0.0,0.06937931323733207,0.1111111111111111,0
3ed8c56c-da09-4fa0-9282-8d8044b591f7,54,Female,South American,5,0.8928571428571428,Spring,HomeStay,Family,6,0.24309001245578649,2115,0.8879371798189785,Sunny,2,No,0.0,0.5706978234386627,0.2222222222222222,1
4767d76c-162f-4a24-af43-613cd4aac9a3,53,Other,Asian-SAARC,8,0.6071428571428571,Summer,Resort,Business,0,0.9317568935639925,1758,0.10107191205959598,Cloudy,4,Yes,0.0,0.7569426117159398,0.4444444444444444,0
c01f36bf-3e6d-458b-b367-c28de1b294de,32,Other,Europe,1,0.14285714285714285,Monsoon,Hostel,Education,0,0.1042893961092388,3480,0.743972119877324,Sunny,4,No,1.0,0.11051235235495555,0.7777777777777777,0
ab0e664e-9c3e-42d5-91e1-aa9676f72255,54,Male,Asian-Others,5,0.8571428571428571,Summer,Hotel,Business,8,0.2675234395187161,3867,0.8057380058409521,Cloudy,2,Yes,1.0,0.8388701488426265,0.5555555555555556,1
7e8adee7-0758-4201-961e-16d16105716b,15,Other,Oceania,3,0.5357142857142857,Spring,Hostel,Tourism,7,0.5199717706391734,3870,0.270469269362697,Snowy,1,Yes,0.0,0.5558084539387703,0.2222222222222222,0
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,25,Female,North American,4,0.9285714285714285,Monsoon,Resort,Business,2,0.5655546648829334,1713,0.4710133806478566,Sunny,3,No,0.0,0.6903791884977621,0.5555555555555556,0
4223623b-cc3e-4dde-9ad5-cf06364d7c87,42,Female,Oceania,2,0.6428571428571428,Spring,Resort,Business,5,0.014694506323362014,1979,0.7107797948416018,Rainy,0,Yes,0.0,0.9720437283405005,0.6666666666666666,1
989d9d4a-e15c-4666-8797-b2c957207246,39,Female,North American,9,0.4642857142857143,Summer,Hotel,Education,2,0.7805526916077689,4208,0.4383936422421272,Sunny,4,Yes,0.0,0.08359200827351687,0.5555555555555556,0
8e485223-46b9-4991-a14e-b70db380c73a,64,Female,South American,3,0.8571428571428571,Fall,Resort,Tourism,3,0.36126096113900025,2446,0.11162157975376191,Rainy,1,No,0.5,0.9018081253752347,1.0,0
30e912f2-f2b4-4abf-8441-aefd0299436a,37,Other,Oceania,2,0.5357142857142857,Winter,HomeStay,Education,0,0.406107086205567,1199,0.7056660431745578,Cloudy,0,Yes,0.5,0.12604864176323946,0.5555555555555556,0
680bac63-b856-4035-bdc9-829015eabb27,45,Other,Asian-Others,9,0.9285714285714285,Spring,HomeStay,Business,4,0.8093719394415188,1174,0.911754967736223,Snowy,2,Yes,0.5,0.3931244547843856,0.0,0
3d85de89-c217-4429-8e20-07247d137018,44,Female,Asian-Others,7,0.5,Summer,HomeStay,Family,0,0.378950801951457,886,0.6521819901465968,Snowy,4,No,1.0,0.8519818105183885,0.2222222222222222,1
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,56,Female,Oceania,6,0.75,Monsoon,HomeStay,Business,0,0.04663365353973094,248,0.7736941616044187,Rainy,3,Yes,0.0,0.9068424805053253,0.6666666666666666,1
046a0df5-cafd-4613-b2bb-912d7da67785,49,Other,Asian-Others,1,0.10714285714285714,Spring,HomeStay,Education,9,0.17594919019504024,1854,0.35758424232398844,Cloudy,2,No,0.5,0.5066306943939651,0.3333333333333333,0
6786d506-38ba-4abc-8b53-05e517d2582e,21,Female,South American,5,0.2142857142857143,Spring,Resort,Family,6,0.9560196992589162,2269,0.1821367352615421,Snowy,4,Yes,0.0,0.5944358895873053,0.3333333333333333,0
a9f948b2-4e63-44bb-be49-3f43b118f68d,30,Male,Asian-SAARC,3,0.5357142857142857,Winter,Hotel,Education,5,0.0698321942254423,3856,0.6424552219013053,Cloudy,1,No,0.0,0.7085724771494877,0.6666666666666666,0
8db06746-7927-4973-9e78-1fd794e0d3ba,40,Female,South American,1,0.8214285714285714,Summer,Hotel,Education,1,0.3545796437984685,1279,0.3269434505406116,Rainy,0,No,1.0,0.8332864033915178,0.8888888888888888,0
ff233d5f-6ced-415d-9800-7c0287ea7ff5,62,Female,North American,4,0.75,Fall,HomeStay,Tourism,1,0.5029430770087642,3409,0.8601064232120288,Rainy,0,Yes,1.0,0.12145333511431303,0.1111111111111111,0
5a104129-54ae-4d1b-8ce6-424dbef59fe6,66,Male,South American,2,0.7142857142857143,Monsoon,Resort,Family,6,0.49303702769376,2523,0.121468606450092,Sunny,4,No,0.5,0.8105783630402079,0.8888888888888888,0
4e7ed827-455a-4762-b428-a656b3ee4d3b,63,Male,North American,2,0.75,Summer,Hostel,Business,0,0.00333502193835436,4277,0.43280683463741343,Snowy,2,Yes,0.5,0.4815145102411522,0.2222222222222222,0
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,16,Other,Asian-Others,3,0.7142857142857143,Monsoon,Hostel,Education,1,0.5009250708569395,4687,0.3960113381600704,Snowy,3,Yes,1.0,0.4508365484792073,0.5555555555555556,0
be2d740a-1e9b-43bc-90c7-c006314d3441,15,Other,Asian-SAARC,8,0.25,Spring,Resort,Business,7,0.3834433646377068,1024,0.9382128412364087,Sunny,1,No,1.0,0.42409087379440413,0.3333333333333333,0
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,62,Male,Asian-Others,8,0.5714285714285714,Winter,HomeStay,Tourism,5,0.9722084616080416,1703,0.15202468229035568,Rainy,4,Yes,0.0,0.5094729441913559,0.0,0
bd1531c8-3764-4bda-b108-d4482f65fafa,26,Male,Europe,7,0.5357142857142857,Winter,Hotel,Tourism,1,0.15865504416644505,3152,0.008505029777430367,Rainy,1,Yes,0.0,0.9456707381311796,0.8888888888888888,0
96ef2ad6-b97e-4703-86c8-adfe7bf47042,19,Other,Asian-Others,6,0.9285714285714285,Fall,Resort,Family,6,0.35380203439821367,4318,0.23711244760881908,Rainy,0,No,0.5,0.5484972339668932,0.5555555555555556,0
98c7472a-864e-4a13-829c-fc0cfa02eaec,51,Female,North American,9,0.7857142857142857,Winter,Hostel,Tourism,3,0.41918020473721185,4903,0.820245418274387,Rainy,3,Yes,0.5,0.9538044139383169,0.7777777777777777,1
d52721e7-19bc-443e-bb02-bebb48729a4d,46,Male,Asian-Others,4,0.3214285714285714,Spring,Hostel,Tourism,1,0.39036983443973605,2477,0.20830254439793036,Cloudy,1,Yes,1.0,0.18028068885278772,0.1111111111111111,0
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,69,Other,Asian-Others,1,0.3214285714285714,Fall,Hostel,Business,5,0.6657214234616564,3580,0.239909814162409,Snowy,4,No,0.5,0.7245742848185426,0.6666666666666666,0
b540b30e-039f-4a25-8d61-68bd2defe193,23,Female,Asian-SAARC,8,0.9285714285714285,Summer,HomeStay,Tourism,8,0.21505271045293184,3282,0.1287511168175687,Snowy,3,Yes,0.0,0.8127503801682519,0.5555555555555556,0
0ba6eab9-4639-447b-a067-bdac88bd13d1,55,Male,Asian-Others,7,0.03571428571428571,Winter,Hostel,Tourism,8,0.22061573526639267,2917,0.7152352488811222,Rainy,2,Yes,1.0,0.679530082980766,0.1111111111111111,1
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,49,Female,Asian-SAARC,7,0.2857142857142857,Fall,Resort,Education,7,0.7291509097127812,3260,0.06792831944928901,Rainy,4,No,0.0,0.6072640842903574,0.1111111111111111,0
a34b6cf6-2053-4a42-b1af-db65b289f224,33,Other,Oceania,3,0.5714285714285714,Spring,Resort,Tourism,2,0.5000521787300035,4905,0.3303861043395202,Rainy,1,Yes,1.0,0.5651199164410196,0.3333333333333333,0
1a432f0a-7daa-49f0-80b6-fce2de53790a,62,Male,Europe,4,0.35714285714285715,Monsoon,Hostel,Education,2,0.41485102642582483,4989,0.2815977719571361,Snowy,3,Yes,1.0,0.8614814113441968,0.3333333333333333,0
48ca7651-92f5-4f7b-8323-d342df6a8f93,30,Female,Asian-SAARC,9,0.3214285714285714,Monsoon,Resort,Tourism,1,0.16870683487855603,811,0.5546996304130478,Snowy,4,No,0.0,0.8221651835460064,0.2222222222222222,0
5738811d-70c2-403f-ba8d-03aa782a65e0,17,Male,North American,6,0.75,Spring,Hostel,Tourism,4,0.1870452784132025,2686,0.7302395313208531,Rainy,3,Yes,0.5,0.1222315269147447,0.7777777777777777,0
40a26c60-0d27-4659-b72a-da9b2f32751e,34,Female,Oceania,5,0.8571428571428571,Spring,Hostel,Family,3,0.00993184986951691,2748,0.5323803063006999,Cloudy,3,Yes,0.5,0.8491284239603172,0.6666666666666666,1
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,38,Other,Asian-SAARC,3,0.5714285714285714,Monsoon,Hotel,Family,6,0.09086947341297368,1817,0.9311736175749844,Sunny,3,No,0.5,0.4142516472761414,0.1111111111111111,0
7de31a51-6694-4343-90ba-58e3d2762bdc,68,Other,Asian-SAARC,9,0.10714285714285714,Fall,HomeStay,Education,3,0.5566443988904728,4452,0.951623274391569,Sunny,1,No,0.5,0.25374782389592987,0.2222222222222222,0
afbb411a-a123-4a8c-93b7-a88612f70c97,47,Male,Europe,5,0.5357142857142857,Monsoon,HomeStay,Tourism,8,0.8919397852672185,970,0.36069205195333065,Sunny,4,Yes,0.0,0.8703267731664213,1.0,0
cfa701cd-2631-400b-a6d7-94d30db95301,38,Female,North American,5,0.6785714285714285,Spring,Hotel,Business,1,0.28676042615322045,3674,0.7775800621339112,Snowy,0,Yes,1.0,0.43222261077482804,0.8888888888888888,0
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,66,Male,South American,4,0.5,Winter,Hotel,Family,5,0.32737449571770866,370,0.738638207150577,Snowy,0,No,0.0,0.8088723415774409,0.4444444444444444,1
8edddfcd-1e52-4770-bf89-7142fe716b14,25,Male,South American,4,0.8571428571428571,Summer,HomeStay,Business,6,0.11506764792789022,1643,0.8930506762613385,Sunny,1,Yes,0.5,0.2634625974399475,0.1111111111111111,0
989bc4da-9b37-422b-aa8a-616fc3b290d0,63,Female,Asian-SAARC,1,0.9285714285714285,Winter,Hostel,Family,3,0.3883056364380897,649,0.4473101871813224,Sunny,1,Yes,0.5,0.0037746819796453113,0.2222222222222222,0
c693da11-39c6-41ca-9e50-aa42ca6dfda1,22,Female,Asian-Others,7,0.7142857142857143,Winter,Hostel,Family,5,0.036622690360547785,4763,0.5299731730815541,Cloudy,3,Yes,0.0,0.49570922951724805,0.7777777777777777,0
e893be3d-7354-4a6f-a160-745985c7504b,50,Female,North American,9,0.14285714285714285,Spring,HomeStay,Tourism,6,0.9176873901643251,4114,0.4150888471849329,Snowy,4,No,1.0,0.10015290001840191,0.3333333333333333,0
96a9954f-dc33-41f9-8c1f-55ab715629ee,52,Other,Oceania,3,0.17857142857142855,Monsoon,Hostel,Family,3,0.6730076145738869,4554,0.8503941454558195,Snowy,4,Yes,0.0,0.7548391580537108,0.1111111111111111,1
9191b363-4e2d-4645-adc7-cac7fd72b050,54,Male,Asian-Others,2,0.5714285714285714,Fall,Hotel,Business,7,0.9908924767752098,1812,0.2287159961732992,Sunny,2,Yes,0.0,0.27614455400677906,0.1111111111111111,0
f5c9b047-9c10-4572-8f6b-40d09efba58b,34,Male,Asian-Others,3,0.0,Winter,Hostel,Family,8,0.8828827691139403,3340,0.23873893861088943,Cloudy,2,No,0.0,0.4438530251763778,0.5555555555555556,0
c342bd2b-f295-456e-9967-5f06bd767e35,49,Other,North American,1,0.8571428571428571,Monsoon,Hostel,Education,0,0.4727309904302348,1462,0.3718498385138421,Cloudy,0,No,1.0,0.08694734529057238,0.7777777777777777,0
43bfd931-3605-4f54-a021-c0ca3531968d,62,Female,Asian-SAARC,6,0.6428571428571428,Fall,Resort,Tourism,6,0.5194617971675186,4993,0.2293575485408624,Sunny,2,No,0.0,0.2867373802738702,0.6666666666666666,0
3d67cde9-2834-44c0-94c8-b3b4a911d192,39,Other,Asian-SAARC,7,0.10714285714285714,Winter,Resort,Tourism,8,0.19009647668084134,1384,0.5605561910038652,Sunny,2,Yes,0.0,0.7819757689536377,0.3333333333333333,0
2812859a-1337-439e-8d4f-5d272c7f0b79,49,Other,Asian-SAARC,2,0.5714285714285714,Fall,Resort,Education,9,0.4617712098797523,986,0.13334984227913702,Snowy,0,Yes,0.5,0.15155483963119756,0.1111111111111111,0
b07aa066-7354-45ea-a894-9b8d00af5b3a,39,Other,Asian-SAARC,8,0.2857142857142857,Monsoon,Hostel,Education,4,0.9031032169395007,2358,0.3193462002251095,Sunny,0,No,0.0,0.6475344925043294,0.8888888888888888,0
085b15fb-4a8f-4810-b84c-2f29980402a2,43,Male,South American,6,0.8214285714285714,Summer,HomeStay,Education,1,0.05026502687750341,4482,0.9135638965438889,Rainy,2,Yes,0.5,0.9180232941524128,0.3333333333333333,1
48603b32-b4fb-4eb9-89c1-3de73b4206c5,32,Other,Asian-SAARC,4,0.03571428571428571,Monsoon,Hotel,Family,9,0.86360140328387,1885,0.4085294252335776,Cloudy,4,Yes,0.5,0.6802385942403946,0.8888888888888888,0
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,60,Male,South American,5,0.25,Spring,Hostel,Tourism,5,0.34058535310646865,4938,0.7480857911595443,Sunny,2,Yes,0.5,0.811531528197594,0.4444444444444444,1
43b9da13-ec85-4f37-bbc1-a987aff8754d,32,Male,South American,8,0.5,Fall,HomeStay,Education,6,0.8995853707012714,3643,0.1122879282483088,Rainy,3,Yes,1.0,0.10890347108949469,0.6666666666666666,0
96fc734d-a003-4d28-8a8f-3653c9af18f8,16,Male,Asian-SAARC,3,0.2142857142857143,Summer,Hostel,Family,1,0.9409847319159786,395,0.24660706965839627,Cloudy,3,No,0.5,0.25078037881731907,0.4444444444444444,0
32a447b2-ef04-457d-8dcc-c33aa9434aa0,68,Female,Europe,3,0.9285714285714285,Fall,Hotel,Education,1,0.670759403731396,2153,0.8072932716744411,Rainy,3,No,0.0,0.8951174507435827,0.1111111111111111,1
398d1ca6-8b68-40b5-9d61-fac36cd5e859,49,Male,Oceania,4,0.17857142857142855,Fall,Hostel,Business,9,0.6643132864886935,2697,0.7628688745812547,Rainy,1,Yes,0.0,0.7155364849132521,0.5555555555555556,0
44007d5a-e88d-4719-a624-2b40a5cb63a2,30,Male,Asian-Others,1,0.0,Winter,Hotel,Business,9,0.4524789728597267,780,0.3854225633320222,Sunny,3,No,0.5,0.6399224959607888,0.6666666666666666,0
0f44704f-1247-4a4e-a469-98e8d39e198b,55,Female,South American,9,0.5,Spring,Hostel,Tourism,0,0.8355630033236708,4990,0.9545823141743085,Cloudy,4,Yes,0.5,0.6641553401698143,0.5555555555555556,1
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,50,Male,North American,8,0.7857142857142857,Fall,Hotel,Family,3,0.9617337323768115,4398,0.9107576839679082,Rainy,1,Yes,0.0,0.4143836907621854,0.2222222222222222,0
ebd34616-91b7-4d8e-9301-6989bfbbb17f,47,Other,North American,8,0.8928571428571428,Monsoon,Hostel,Business,6,0.7750574893631261,424,0.9624989406851515,Snowy,1,No,0.5,0.044435440599368464,1.0,0
77fc9703-1fd5-4423-b06c-5c5649e2623d,18,Other,Oceania,6,0.2142857142857143,Monsoon,Hotel,Business,8,0.6217931414083326,2391,0.42724885310794214,Cloudy,3,No,1.0,0.7849294975671869,0.7777777777777777,0
670acc5c-b321-4f21-8dd8-eb85b04d3376,47,Male,North American,7,0.9999999999999999,Winter,Resort,Family,2,0.6066375082658902,4522,0.1964351550768034,Snowy,2,Yes,0.5,0.6791141457022073,0.2222222222222222,0
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,28,Female,Europe,6,0.8571428571428571,Spring,Hostel,Education,6,0.8495035298870955,1086,0.6263141436025562,Sunny,0,Yes,1.0,0.47303584911122976,0.4444444444444444,0
9918ee46-1497-4658-b010-f7197e695d0d,35,Other,North American,9,0.5714285714285714,Spring,Hostel,Family,6,0.5409972922643392,3218,0.6845226259634435,Snowy,2,Yes,1.0,0.9003425121203666,0.8888888888888888,1
bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,62,Female,Asian-Others,3,0.03571428571428571,Monsoon,HomeStay,Education,6,0.803857989900075,860,0.12428689034369325,Cloudy,2,Yes,1.0,0.3362785504556769,0.4444444444444444,0
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,34,Female,Asian-Others,3,0.9285714285714285,Summer,HomeStay,Business,1,0.5086536094800042,3793,0.7863969528404962,Rainy,1,No,0.5,0.29440618458305123,0.6666666666666666,0
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,22,Other,South American,3,0.2857142857142857,Winter,Hotel,Business,5,0.06186490607843971,1136,0.01673170445340222,Rainy,1,No,1.0,0.8733570229813346,0.6666666666666666,0
964db03f-9340-4fad-9c4a-d56bd6016237,21,Female,Asian-SAARC,3,0.9999999999999999,Winter,Hostel,Business,1,0.3836180515183855,1006,0.48215117659560336,Cloudy,1,Yes,1.0,0.7974859394576065,0.4444444444444444,0
c3c75611-ffe3-4a49-854f-92fff366bad4,17,Other,Europe,9,0.2857142857142857,Monsoon,Hotel,Tourism,5,0.44415911771099714,464,0.3301937509990829,Rainy,4,Yes,0.5,0.5152459185679248,0.1111111111111111,0
9384ec2b-44fe-4cae-9248-a9a7ac1aa554,31,Female,South American,4,0.42857142857142855,Monsoon,Resort,Tourism,9,0.14109954220111298,3513,0.7401423117857479,Snowy,4,No,1.0,0.13068449879048644,0.4444444444444444,0
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,47,Other,Europe,7,0.17857142857142855,Summer,HomeStay,Tourism,2,0.10194815597048244,1169,0.3119087022450969,Rainy,0,Yes,0.5,0.21509066514570865,0.6666666666666666,0
